reviewer_name,rating,date,visit_time,review_text
Nadya,5,2 bulan lalu,Hari biasa,Tempatnya bagus dan cukup bersih. Ada kolam air dingin dan kolam air panas. Kolam air panasnya di kayak jacuzzi. Itu bisa blubuk blubuk tapi belum dihidupin sama petugasnya. Airnya ada yang agak hangat dan hangat Sayangnya pas kesini kok nggak keliatan tamu lain. Padahal tempatnya bagus dan ok. Nggak tau deh kenapa
artia suastha,5,2 bulan lalu,Hari libur nasional,"Tempat nya bagus beraih , dan terawat sekali , ada 3 plungepool jacuzi , tersedia shower air dingin juga untuk menetralkan kalo sdh terbisa dengan suhu dalam kolam , bisa bilas dulu terus masuk lagi ke air panas maknyooss, semua pegawainya ramah ramah dan sopan pertahankan pelayanan dan fasilitasnya"
Mohammad Syaifudin Edo Santoso,5,2 bulan lalu,Akhir pekan,"Tempatnya nyaman, cocok buat menghilangkan penak habis kerja.. Sejuk ,rindang banyak pohon pokoknya.. Mantab lah.."
Olivia Novi,4,2 bulan lalu,Hari biasa,"Saran aja, untuk paket berendam & makanan, bagusnya makanan nya bisa milih sesuai harga sih. Kalo makanannya ditentuin gitu jadi nya gak minat ambil yang paket karna pengennya makanan yang lain"
Super Kids,5,2 bulan lalu,Hari biasa,"Kolam berendam air hangat sepaket dengan view pegunungannya, fasilitas lengkap, enak banget buat melepas penat 👍👍"
Langgeng Wijayanto,5,2 bulan lalu,Hari biasa,"dateng kesini hari jumat siang cuaca lagi mendung dan akhirnya hujan dan pas hujan turun dipinjamin payung sama karyawan nya, baiki bgt mas e👍"
Herlina Prastiwi,4,11 bulan lalu,Akhir pekan,"Vibes nya keren banget. Kesini di jumat malam, sepi.. Rasanyaa kyk punya kita sendiri. Karena baru landing dari Jakarta, kita cuma coba berendam di kolam air hangat yg ada belerang dan bisa blukutuk2, hehe. Saat itu suhu udara sedang dingin2nya jadi wajar kalo ga terlalu panas kolamnya. Keluar dari kolam hangat lgsg menggigil. Tapi jangan khawatir ada kamar bilas yg ada air hangatnya, cuma ya gitu.. Keran air hangat, hanya 5 menit pertama aja yg hangat. Tapi overall, keren banget tempat ini! Lampu2nya romantis bangeeeet! Next time mesti kesini lagi!"
Ferry Wijaya,4,9 bulan lalu,Akhir pekan,
Rini Panggabean,5,setahun lalu,Hari biasa,"Syukaaaaa.... yg harus dipahami bahwa air panas di Songgoriti ini airnya hanya standar hangat saja. Kalau yg terbiasa mengeksplorasi onsen pasti kesan pertama akan bilang, airnya gak panas. Tapi yg berbeda adalah kadar mineral. Terasa banget perbedaan di tubuh. Apalagi kalau kita mondar mandir dr kolam panas ke kolam dingin. Akan menyegarkan badan. Ada Jacuzi juga jadi akan terasa berbeda dengan tempat lain. Kamar bilas juga bersih walau gak ada shower air panasnya. Ada resto dimana kita bisa pesan makanan dan minuman."
silvi azizah,5,2 bulan lalu,Hari biasa,"Sudah berkali kali ke spring hill songgoriti batu, enak banget pokoknya, dapet view, fasilitas lengkap, musholla, toilet juga bersih, nyaman bisa buat healing atau refreshing 😇🤩👍"
